consecutive_losses_pregame,avg_tpm_seconds_player,blunder_cnt_player,mistake_cnt_player,inaccuracy_cnt_player,acpl_player,accuracy_player,elo
-0.4482945293988953,1.1154141361719643,0.7932105647994927,-0.18679935209187098,1.7067583119134895,2.2472698791695027,-1.0440607924179892,-1.6979859908258097
4.497252566203811,1.516401316008909,-1.1005668613702104,-0.18679935209187098,-1.36721217265226,-0.5419192414032761,-0.5029307167666166,-1.659159033800316
-0.4482945293988953,-0.45925637639943406,0.16195142274292504,2.1940053510499964,0.3893423899567397,1.4352274769774278,-1.0440607924179892,-1.437521820779789
-0.4482945293988953,-0.038266213690162205,-0.4693077193136427,-0.18679935209187098,-0.4889348913477601,0.1995107779894879,-0.8814413914450379,-1.424579501771291
-0.4482945293988953,1.1739792999359562,-0.4693077193136427,-0.9804009198058268,-0.4889348913477601,-0.789062581200864,-0.2786280947349596,-1.4294328713994777
-0.4482945293988953,0.2581646921566536,0.16195142274292504,-0.9804009198058268,1.2676196712612395,1.2940027113788062,-1.0440607924179892,-1.4278150815234156
-0.4482945293988953,0.18849551034148831,0.16195142274292504,1.4004037833360408,-0.4889348913477601,1.9295141565726037,-1.0440607924179892,-1.840351499919287
-0.4482945293988953,0.32045744590472697,2.686987990969196,-0.18679935209187098,-0.049796250695510184,1.858901773773293,-1.0440607924179892,-1.7562264263640504
-0.4482945293988953,0.5469216627545492,1.4244697068560603,-0.18679935209187098,1.2676196712612395,2.0001265393719145,-1.0440607924179892,-1.665630193304565
-0.4482945293988953,-0.692685761388527,-1.1005668613702104,-0.9804009198058268,-0.92807353200001,-1.459880217794317,0.8232585359955554,-1.511940155078652
-0.4482945293988953,1.8114584386925772,-0.4693077193136427,-0.18679935209187098,-0.4889348913477601,0.623185074785353,-0.9823775713592835,-1.456935299292536
-0.4482945293988953,0.603369275400823,0.16195142274292504,-0.18679935209187098,0.3893423899567397,0.6584912661850084,-0.9907889196854708,-1.5475315323520213
1.2002211691353402,-0.5907107997113186,1.4244697068560603,0.6068022156220848,-0.049796250695510184,0.9409407973822519,-1.0328456613164065,-1.4051660232585441
-0.4482945293988953,0.0647412729122144,0.7932105647994927,-0.9804009198058268,0.8284810306089896,1.0821655629808735,-1.0440607924179892,-1.8969741455814655
-0.4482945293988953,0.33473779063247744,0.16195142274292504,0.6068022156220848,-0.92807353200001,0.23481696938914334,-0.889852739771225,-1.8452048695474736
-0.4482945293988953,0.044397031801908106,2.686987990969196,2.9876069187639525,-0.049796250695510184,2.388494644768124,-1.0440607924179892,-1.4359040309037268
-0.4482945293988953,0.7931176059285614,0.16195142274292504,0.6068022156220848,0.8284810306089896,1.8942079651729484,-1.0440607924179892,-1.6138609172705733
-0.4482945293988953,0.2635810729081715,0.16195142274292504,-0.18679935209187098,-0.92807353200001,-0.5419192414032761,-0.5029307167666166,-1.4682598284249715
-0.4482945293988953,-0.42205922845968685,1.4244697068560603,1.4004037833360408,0.3893423899567397,3.0593122813615774,-1.0440607924179892,-1.4019304435064197
-0.4482945293988953,-0.5805168036280898,0.16195142274292504,-0.18679935209187098,-0.4889348913477601,1.1527779457801843,-1.0440607924179892,-1.4763487778052828
-0.4482945293988953,-0.05274781327620817,-0.4693077193136427,-0.18679935209187098,0.3893423899567397,-0.11824494460741093,-0.7580749493276265,-1.4084016030106685
-0.4482945293988953,0.6448190259984662,0.16195142274292504,0.6068022156220848,-0.049796250695510184,1.0821655629808735,-1.0440607924179892,-1.5912118590057018
-0.4482945293988953,1.7750925608197028,0.16195142274292504,1.4004037833360408,0.3893423899567397,0.09359220379052163,-0.8449922153648936,-1.7238706288428056
-0.4482945293988953,-0.020144526232336785,-0.4693077193136427,-0.18679935209187098,1.7067583119134895,0.6584912661850084,-0.9907889196854708,-1.693132621197623
